,FSA,Mean,Std,Year,dist
95,M9R,1113.392857142857,4160.72153202925,1991,3.7369752332580273
96,M9V,1655.5172413793102,6095.73810201221,1991,3.682074671075903
97,M9W,1159.4444444444443,4649.830409757562,1991,4.010395178516345
0,M1B,1718.75,6982.374238036801,1996,4.062472283948685
1,M1C,859.5588235294117,4269.654616085175,1996,4.967262855325782
2,M1E,1066.7073170731708,5562.691554362048,1996,5.2148245965209545
3,M1G,764.1666666666666,3224.837743549622,1996,4.220071202027858
4,M1H,521.8181818181819,2108.5966962765096,1996,4.040864748961952
5,M1J,775.4761904761905,3481.4638084336175,1996,4.489452869334109
6,M1K,1145.3846153846155,4794.224140409087,1996,4.185689309960922
7,M1L,722.3529411764706,2993.8852475391445,1996,4.144629414345721
8,M1M,601.969696969697,2909.85966010493,1996,4.833897245580804
9,M1N,686.7741935483871,3404.698259660322,1996,4.957522125386096
10,M1P,724.5121951219512,3102.1229561732607,1996,4.281671139643282
11,M1R,672.5,3180.2684635105884,1996,4.729023737562213
12,M1S,902.7941176470588,3251.3391338792703,1996,3.6014181642578658
13,M1T,772.8947368421053,3104.235568155851,1996,4.016375607419896
14,M1V,1409.3055555555557,5015.339823533865,1996,3.5587313225035797
15,M1W,1332.7142857142858,4664.553009186432,1996,3.500039775356954
16,M1X,155.0,386.0649606557863,1996,2.4907416816502344
17,M2H,699.3055555555555,2606.916322437558,1996,3.7278644531381167
18,M2J,1171.8181818181818,4679.855899455605,1996,3.9936706667192907
19,M2K,456.37931034482756,1753.9442725742674,1996,3.843172187733567
20,M2L,442.77777777777777,1819.7981844421006,1996,4.1099582584639665
21,M2M,631.9512195121952,2659.6583950026875,1996,4.208645086650335
22,M2N,770.8139534883721,3465.500388418804,1996,4.495897320923475
23,M2P,424.2857142857143,1359.272201719489,1996,3.2036718559045196
24,M2R,895.625,3483.1672346264113,1996,3.889091120308624
25,M3A,813.25,3631.146435700439,1996,4.46498178383085
26,M3B,413.1666666666667,1766.5561993765032,1996,4.275650341371125
27,M3C,764.375,2822.5299350715486,1996,3.6925984432661307
28,M3H,772.8378378378378,3465.6075752449715,1996,4.484262293550059
29,M3J,598.3783783783783,2190.2452824673182,1996,3.6603015108984094
30,M3K,266.0869565217391,773.2567441920978,1996,2.90603024778076
31,M3L,613.1481481481482,1906.2072815605206,1996,3.1088853278244675
32,M3M,569.25,2118.5893154408195,1996,3.7217203608973555
33,M3N,1076.8292682926829,3542.408192193409,1996,3.289665591844389
34,M4A,373.75,1463.9506694216168,1996,3.916924868017704
35,M4B,526.6666666666666,2384.3494337496395,1996,4.527245760284126
36,M4C,1110.875,5055.328981320108,1996,4.550763120351172
37,M4E,896.3461538461538,4180.55378133556,1996,4.663994778576468
38,M4G,809.4444444444445,3170.2023633659974,1996,3.9165163034034283
39,M4H,374.24242424242425,1281.619549048474,1996,3.4245704549473395
40,M4J,880.3846153846154,3854.360398670606,1996,4.378041518804533
41,M4K,908.5294117647059,3863.7010847973684,1996,4.252697859602153
42,M4L,944.0625,4143.325852632611,1996,4.388825795572444
43,M4M,830.1923076923077,2704.619083363621,1996,3.2578223844083456
44,M4N,569.5833333333334,2551.516263529503,1996,4.479618897198834
45,M4P,458.030303030303,2282.287508577523,1996,4.982830815948281
46,M4R,413.125,1848.0247408269006,1996,4.473282277341968
47,M4S,597.34375,2852.897371635709,1996,4.775972581341495
48,M4T,441.9047619047619,1857.863260762646,1996,4.2042164306051255
49,M4V,603.2,2735.865815422973,1996,4.535586564030127
50,M4W,468.40909090909093,2025.4861292828832,1996,4.32418193539286
51,M4X,551.0,1837.260693843652,1996,3.3344114225837607
52,M4Y,549.0277777777778,2611.036889459298,1996,4.755746421479116
53,M5A,701.5853658536586,3065.7435414960696,1996,4.3697370137785105
54,M5B,263.8333333333333,1091.0252695922716,1996,4.1352821336409535
55,M5C,197.5,392.7334762066169,1996,1.9885239301600857
56,M5E,258.1818181818182,729.8015693176553,1996,2.8266962191881015
57,M5G,160.23809523809524,512.4996543331613,1996,3.1983633702812444
58,M5H,50.0,49.6655480858378,1996,0.9933109617167559
59,M5J,271.8421052631579,983.2200194504785,1996,3.6168790647742672
60,M5M,790.1785714285714,3759.8923051975403,1996,4.758281787368638
61,M5N,558.1481481481482,2597.27604750458,1996,4.65338110700887
62,M5P,743.125,3321.728281488669,1996,4.469945542793836
63,M5R,566.7948717948718,2986.0722609585328,1996,5.268347350254819
64,M5S,483.9583333333333,1769.2329901016108,1996,3.655754779374831
65,M5T,525.8333333333334,1673.137812282326,1996,3.181878565354661
66,M5V,291.25,1035.391079496052,1996,3.5549908308877325
67,M5W,60.0,0.0,1996,0.0
68,M6A,451.61764705882354,1762.7796901936356,1996,3.903256884831235
69,M6B,659.875,2651.4223747594424,1996,4.018067626079852
70,M6C,754.375,3171.3211339085483,1996,4.20390539706187
71,M6E,1162.4242424242425,3714.4480647976457,1996,3.1954323810824374
72,M6G,971.5151515151515,3469.0500587879233,1996,3.570762693075529
73,M6H,1087.375,3712.1476242702147,1996,3.4138614776596987
74,M6J,963.6206896551724,2780.3881819505996,1996,2.885355422314095
75,M6K,802.3684210526316,2607.312776959739,1996,3.2495206797136795
76,M6L,594.3939393939394,2037.507671514004,1996,3.427874237061541
77,M6M,885.609756097561,3522.9394938003097,1996,3.9779818024184164
78,M6N,928.4146341463414,3452.865624839819,1996,3.719098663297848
79,M6P,820.2325581395348,3633.8812541375823,1996,4.4303060370829614
80,M6R,520.0,2246.8029755880043,1996,4.320774953053855
81,M6S,788.3333333333334,3711.637105106047,1996,4.708207744320567
82,M8V,849.8529411764706,3811.650770469503,1996,4.485070987920509
83,M8W,557.0833333333334,2674.045877348904,1996,4.800082352757943
84,M8X,388.3333333333333,1559.3026015416647,1996,4.015371506115875
85,M8Y,532.258064516129,2037.7916726556325,1996,3.8285782940802795
86,M8Z,434.64285714285717,1678.903196696448,1996,3.862718940632748
87,M9A,687.8571428571429,3321.9338069394266,1996,4.829394942591066
88,M9B,697.7027027027027,3265.1663991773858,1996,4.679882113870357
89,M9C,837.625,4094.23405344333,1996,4.887908137225286
90,M9L,476.5217391304348,1344.5214396584843,1996,2.8215322182614178
91,M9M,684.1071428571429,2009.7419226515792,1996,2.937759009879625
92,M9N,681.7741935483871,2721.3506337096837,1996,3.991571783534431
93,M9P,528.8888888888889,2229.0497200199434,1996,4.214589806760397
94,M9R,723.2558139534884,3042.955624809409,1996,4.207301989286321
95,M9V,1264.1666666666667,5381.386230139637,1996,4.256864519556733
96,M9W,930.9459459459459,3955.5099848592718,1996,4.248914775433098
0,M1B,1511.774193548387,6399.436788270978,2001,4.233063916278679
1,M1C,935.3333333333334,4671.632465090645,2001,4.994617745998552
2,M1G,655.2941176470588,2742.8449542230005,2001,4.185670037862748
3,M1H,541.9642857142857,1921.4100752561694,2001,3.5452706495665733
4,M1J,748.2432432432432,3344.078311230694,2001,4.469239570725508
5,M1K,935.1282051282051,4205.782875868423,2001,4.497546809949781
6,M1L,597.9411764705883,2575.223895933488,2001,4.306818124040265
7,M1M,547.1212121212121,2720.8354416353695,2001,4.973003022651188
8,M1N,730.5555555555555,3353.135440740595,2001,4.589843188846443
9,M1P,655.375,2768.540768053633,2001,4.224361271109873
10,M1R,590.9722222222222,2797.684513685787,2001,4.734037249950098
11,M1S,732.1212121212121,2254.2559177882576,2001,3.0790747221445574
12,M1T,640.6578947368421,2464.26784553606,2001,3.846464494983376
13,M1V,1160.9375,3232.0169393265483,2001,2.7839715224347117
14,M1W,1002.2058823529412,3203.82129173541,2001,3.1967695941013625
15,M1X,140.5,343.51455573235904,2001,2.444943457169815
16,M2H,534.2647058823529,1807.4800187460135,2001,3.38311701829697
17,M2J,832.9069767441861,3258.4479171157514,2001,3.912139060058001
18,M2K,345.0,1358.5432106386656,2001,3.9378064076483064
19,M2L,431.1363636363636,1650.1824498426208,2001,3.8275185974209447
20,M2M,512.375,2003.5016182611382,2001,3.9102251637202015
21,M2N,783.8461538461538,3309.1831166329084,2001,4.221725271464948
22,M2P,401.7857142857143,1293.9220653596142,2001,3.2204282515617066
23,M2R,765.1470588235294,2749.9533379180525,2001,3.594019353804105
24,M3A,643.3333333333334,2977.874464242292,2001,4.628820410739314
25,M3B,405.0,1630.6229637779545,2001,4.02622954019248
26,M3C,637.3611111111111,2315.1453296448894,2001,3.632391887871694
27,M3H,654.1666666666666,3084.9728749032593,2001,4.715882101762944
28,M3J,445.69444444444446,1602.378506738662,2001,3.5952400275844085
29,M3K,186.36363636363637,589.468523753277,2001,3.1630018347736817
30,M3L,432.85714285714283,1406.2643196549832,2001,3.2487954579488063
31,M3M,479.5833333333333,1830.1678638098258,2001,3.816162357205545
32,M3N,1037.5757575757575,3415.4908075387934,2001,3.2917989675461503
33,M4A,336.5,1310.8128203523186,2001,3.8954318584021355
34,M4B,499.5,2243.3361874672287,2001,4.4911635384729305
35,M4C,971.9230769230769,4689.662747617417,2001,4.825137769610323
36,M4E,1197.5,4747.168819997405,2001,3.9642328350709017
37,M4G,905.625,3414.5629638908404,2001,3.770393886974013
38,M4H,378.0357142857143,1125.0613787111115,2001,2.976071667823441
39,M4J,758.8888888888889,3450.2540387772556,2001,4.546454809516149
40,M4K,665.5263157894736,3209.4123067269875,2001,4.822367246169455
41,M4L,995.3571428571429,4332.74222976533,2001,4.352952365749165
42,M4M,776.4583333333334,2490.17757029438,2001,3.207097487902609
43,M4N,584.5652173913044,2602.3191634300724,2001,4.451717423495103
44,M4P,471.55172413793105,2245.2417516131063,2001,4.761390186236204
45,M4R,595.0,2215.432378792005,2001,3.7234157626756383
46,M4S,639.8275862068965,3057.5560678758643,2001,4.778718726402591
47,M4T,621.7857142857143,2179.490116602355,2001,3.5052109859199274
48,M4V,838.5294117647059,3196.771240921378,2001,3.8123543385242673
49,M4W,706.7857142857143,2459.662874070679,2001,3.480068745526984
50,M4X,431.47058823529414,1513.2952597733845,2001,3.507296443919228
51,M4Y,548.125,2634.119501251794,2001,4.80569122235219
52,M5A,772.8125,3302.032030029956,2001,4.272746662392179
53,M5B,334.7368421052632,1202.0305995800895,2001,3.590971916984544
54,M5C,146.5,371.69913908966754,2001,2.5371954886666725
55,M5E,198.125,678.58739995302,2001,3.4250468136430032
56,M5G,235.83333333333334,587.3841493340528,2001,2.490674838165595
57,M5H,45.0,51.67204273105525,2001,1.1482676162456722
58,M5J,283.75,1003.6425845389383,2001,3.5370663772297384
59,M5M,877.9166666666666,4012.3452505638425,2001,4.570303085597163
60,M5N,727.8947368421053,2953.8967643069086,2001,4.058137275620481
61,M5P,746.1904761904761,3233.1183917616427,2001,4.3328325607526805
62,M5R,616.6129032258065,3080.1540564469196,2001,4.9952799241357315
63,M5S,360.96153846153845,1446.5104025462645,2001,4.007380976686508
64,M5T,569.1304347826087,1478.8432995844755,2001,2.59842596565645
65,M5V,434.11764705882354,1537.0925909710168,2001,3.5407281905836427
66,M5W,65.0,0.0,2001,0.0
67,M6A,408.6666666666667,1661.7535584101774,2001,4.066281138034692
68,M6B,576.0,2379.071187309391,2001,4.130331922412137
69,M6C,638.8709677419355,2920.0855350036873,2001,4.570696873775022
70,M6E,924.5,3026.1034764198002,2001,3.27323253263364
71,M6G,871.0714285714286,3301.9978684834705,2001,3.7907314603336277
72,M6H,888.7142857142857,3236.129598070851,2001,3.6413610651817967
73,M6J,805.5555555555555,2484.009726427749,2001,3.0835982810827227
74,M6K,660.6944444444445,2461.402364726305,2001,3.725477617412108
75,M6L,385.88235294117646,1361.2874910238443,2001,3.5277267297874015
76,M6M,776.0526315789474,3262.8815884717324,2001,4.204459150963914
77,M6N,726.1538461538462,2969.675252369607,2001,4.089595156864925
78,M6P,696.0,3343.2237810233405,2001,4.803482443999052
79,M6R,570.925925925926,2436.0912974122807,2001,4.266913073638117
80,M6S,690.7352941176471,3525.488312517219,2001,5.103964344287224
81,M8V,716.2857142857143,3493.790480032732,2001,4.877649254134249
82,M8W,555.0,2560.180332190163,2001,4.612937535477771
83,M8X,557.1428571428571,1867.6319175875738,2001,3.352159852080261
84,M8Y,552.1153846153846,2191.792896710592,2001,3.969809495957881
85,M8Z,391.0,1571.5476448393158,2001,4.019303439486741
86,M9A,634.4594594594595,3079.805360597855,2001,4.854219311698429
87,M9B,553.9473684210526,2852.2643723647866,2001,5.1489808147202805
88,M9C,749.1428571428571,3604.9579917731317,2001,4.812110210223479
89,M9L,454.44444444444446,1043.0496005156238,2001,2.2952191698387807
90,M9M,480.89285714285717,1623.4635888231974,2001,3.375936166880767
91,M9N,543.8571428571429,2492.5231294855434,2001,4.583047519411296
92,M9P,458.90625,1992.5077377417979,2001,4.34186228176626
93,M9R,576.9512195121952,2661.3520949378762,2001,4.612785283976027
94,M9V,1127.7027027027027,4559.59021905131,2001,4.04325555673813
95,M9W,828.0,3662.0905816993973,2001,4.42281471219734
0,M1B,1396.8181818181818,6122.5878451425715,2006,4.383238938924067
1,M1C,807.1951219512196,4309.173290752218,2006,5.338453087198698
2,M1G,601.8478260869565,2510.248419781798,2006,4.170902196494951
3,M1H,506.16279069767444,1974.5207947367953,2006,3.900959989601755
4,M1J,652.843137254902,3025.7588992797414,2006,4.634741068126349
5,M1K,850.0961538461538,3951.5997844087215,2006,4.64841508402338
6,M1L,535.204081632653,2340.252027066192,2006,4.372634864680397
7,M1M,413.8,2348.1055257377166,2006,5.674493778969832
8,M1N,611.6176470588235,3032.412580716645,2006,4.958020088692759
9,M1P,782.1875,3074.277338228246,2006,3.930358562656967
10,M1R,596.2222222222222,2742.0286803661647,2006,4.599004495582461
11,M1S,874.3589743589744,2560.334057603035,2006,2.928241297551858
12,M1T,674.375,2335.193073968046,2006,3.4627515461991414
13,M1V,1285.8536585365853,3774.6051162290105,2006,2.935485769449724
14,M1W,991.3541666666666,3230.053814628992,2006,3.258223875216804
15,M1X,436.07142857142856,1287.7932101237434,2006,2.953170342626111
16,M2H,596.7857142857143,1918.8230586148659,2006,3.2152630545311935
17,M2J,937.2727272727273,3484.7273035583853,2006,3.717943776832419
18,M2K,438.0263157894737,1567.391622826752,2006,3.5783046961499894
19,M2L,397.41379310344826,1556.9929133504565,2006,3.917812970686615
20,M2M,654.0697674418604,2274.662064298873,2006,3.47770555608361
21,M2N,1160.9,4601.649996468652,2006,3.9638642402176343
22,M2P,395.7894736842105,1322.614300262029,2006,3.341711662896084
23,M2R,743.4375,2920.9049247497055,2006,3.9289179315674896
24,M3A,629.2156862745098,2856.5285342885904,2006,4.539824096251733
25,M3B,371.57142857142856,1619.2567834078218,2006,4.357861393254423
26,M3C,664.4,2567.4473003354933,2006,3.8643096031539637
27,M3H,728.6046511627907,3327.1891421867413,2006,4.566521963422594
28,M3J,503.8636363636364,1800.2871815214417,2006,3.5729650873677685
29,M3K,234.56521739130434,651.2127700173336,2006,2.7762546265799206
30,M3L,446.1764705882353,1493.068818999947,2006,3.3463638659194594
31,M3M,533.2926829268292,2100.5927182572163,2006,3.938911568650623
32,M3N,887.4444444444445,3241.8212683308852,2006,3.6529850275420017
33,M4A,328.25,1303.1172002164656,2006,3.9698924606746857
34,M4B,478.6111111111111,2172.2647587480596,2006,4.538684347935586
35,M4C,894.7916666666666,4333.8224032906455,2006,4.843387086331805
36,M4E,665.1428571428571,3677.8752572869103,2006,5.52945163251898
37,M4G,493.6363636363636,2619.249624423247,2006,5.30603054671376
38,M4H,395.625,1195.2589612192833,2006,3.0211916871261506
39,M4J,706.5625,3535.6637101248402,2006,5.00403532613865
40,M4K,734.7560975609756,3691.7112086170387,2006,5.02440363662402
41,M4L,825.6756756756756,4119.85504897241,2006,4.989677146054965
42,M4M,713.2142857142857,2510.965314619954,2006,3.520632389051513
43,M4N,552.5,2582.6277055326063,2006,4.674439286031867
44,M4P,456.52777777777777,2258.0808036682524,2006,4.946206810590635
45,M4R,449.1666666666667,1992.79675052146,2006,4.4366532479141965
46,M4S,541.375,2921.464099449966,2006,5.396377925559854
47,M4T,363.14814814814815,1718.5050286826868,2006,4.732242302338862
48,M4V,492.72727272727275,2563.919256903943,2006,5.203526167148223
49,M4W,516.9230769230769,2311.1589986757217,2006,4.47099211053339
50,M4X,458.75,1785.6706548241195,2006,3.892470092259661
51,M4Y,550.2564102564103,2770.829957287616,2006,5.035525085471436
52,M5A,698.4444444444445,3320.1418681573473,2006,4.75362341925169
53,M5B,331.60714285714283,1368.0969926790829,2006,4.125655982230945
54,M5C,170.0,487.0738230401107,2006,2.865140135530063
55,M5E,189.5,696.5897286064445,2006,3.675935243305776
56,M5G,174.79166666666666,564.5803736084783,2006,3.2300188239817595
57,M5H,102.5,160.21469970012114,2006,1.5630702409767916
58,M5J,307.4,1288.32536263166,2006,4.1910389155226415
59,M5M,750.78125,3871.638281580349,2006,5.156812695549268
60,M5N,541.2068965517242,2505.7305546219904,2006,4.629893984328621
61,M5P,523.3823529411765,2718.173240536912,2006,5.193475143481597
62,M5R,577.8205128205128,3151.5707916789434,2006,5.454238334833761
63,M5S,346.3888888888889,1585.948984708765,2006,4.578521527627549
64,M5T,532.5806451612904,1602.9533584302478,2006,3.0097852278217854
65,M5V,455.6060606060606,2234.235940707953,2006,4.903876690612734
66,M6A,350.0,1646.4261295302622,2006,4.704074655800749
67,M6B,543.2,2517.727499154745,2006,4.634991714202402
68,M6C,758.0,3294.974607894068,2006,4.346932200387952
69,M6E,968.8157894736842,3500.230525154648,2006,3.6128958293053546
70,M6G,800.7894736842105,3495.540490982721,2006,4.3651179315591
71,M6H,1002.9761904761905,3972.7116892746913,2006,3.960923227288713
72,M6J,783.7142857142857,2945.987911636808,2006,3.7590075431020153
73,M6K,690.0,2740.4269325649375,2006,3.9716332356013586
74,M6L,518.1578947368421,1916.0785821473996,2006,3.6978662326867036
75,M6M,822.5531914893617,3516.8496952650044,2006,4.275528600037641
76,M6N,783.7,3431.6009106538095,2006,4.378717507533252
77,M6P,666.7924528301887,3573.781504225327,2006,5.359660999545623
78,M6R,531.7647058823529,2560.455463375764,2006,4.815015805020795
79,M6S,617.0652173913044,3388.204054235517,2006,5.490836233744364
80,M8V,671.2222222222222,3435.968916486545,2006,5.118973720969857
81,M8W,537.2222222222222,2466.036643765672,2006,4.590347423762369
82,M8X,453.8095238095238,1801.5402832826826,2006,3.969815944274537
83,M8Y,508.7142857142857,2146.813366982109,2006,4.220076823609874
84,M8Z,330.5128205128205,1508.5516040703833,2006,4.564275605798677
85,M9A,606.6,3115.201990240762,2006,5.13551267761418
86,M9B,633.6046511627907,3106.9412771266298,2006,4.903596069607087
87,M9C,723.9130434782609,3584.870216716281,2006,4.952072972040508
88,M9L,454.61538461538464,1188.4944605845824,2006,2.6142856154990812
89,M9M,412.0,1419.1145126451213,2006,3.4444527005949546
90,M9N,542.8571428571429,2531.6663867653556,2006,4.6635959756203915
91,M9P,430.45454545454544,1986.938833923195,2006,4.61590858989549
92,M9R,634.2708333333334,2673.985592235425,2006,4.215841958525222
93,M9V,994.6153846153846,3867.4889794176725,2006,3.8884266614408154
94,M9W,718.4,3262.8466773662535,2006,4.541824439540999
0,M1B,923.0,5025.102203323446,2011,5.444314413134827
1,M1C,561.6949152542373,3569.5761997618647,2011,6.355008925345504
2,M1G,401.34328358208955,2024.9502632715567,2011,5.04543204310875
3,M1H,342.4193548387097,1628.4939465097614,2011,4.755846664324315
4,M1J,436.35135135135135,2445.829779233351,2011,5.6051843810240936
5,M1K,579.931506849315,3246.776535584336,2011,5.598551720743039
6,M1L,404.44444444444446,2184.4388987722095,2011,5.401085189271947
7,M1M,346.7741935483871,2210.9633531588556,2011,6.375801297481352
8,M1N,408.4,2572.300223535348,2011,6.298482427853448
9,M1P,530.2816901408451,2558.7726601408863,2011,4.825308336520662
10,M1R,403.61538461538464,2238.623977716997,2011,5.546428761258045
11,M1S,553.4745762711865,2029.9697864991483,2011,3.667683889249724
12,M1T,467.27272727272725,1979.7031040449695,2011,4.236718705154604
13,M1V,862.0338983050848,2996.131845021044,2011,3.4756543227731336
14,M1W,658.0882352941177,2580.693595410158,2011,3.9215008824109665
15,M1X,326.9230769230769,1226.2986916988566,2011,3.7510312922553264
16,M2H,340.5147058823529,1438.8545126618144,2011,4.225528260030377
17,M2J,629.6103896103896,2854.805218437281,2011,4.534240961626869
18,M2K,322.719298245614,1449.666952125114,2011,4.492036763856021
19,M2L,218.46153846153845,1124.0669371927734,2011,5.145376825178188
20,M2M,455.0769230769231,1835.3053596918435,2011,4.032956334684578
21,M2N,807.7272727272727,3924.690371231268,2011,4.8589301163245855
22,M2P,187.625,913.8715633911584,2011,4.870734515076127
23,M2R,515.8823529411765,2331.502756551282,2011,4.519446620452884
24,M3A,468.8805970149254,2640.480482747937,2011,5.631456066977933
25,M3B,252.7,1326.3525964086648,2011,5.2487241646563705
26,M3C,463.83561643835617,2283.277432987885,2011,4.922600490493668
27,M3H,478.7878787878788,2802.1674593350235,2011,5.852628237851631
28,M3J,322.85714285714283,1558.7569615902676,2011,4.828008288111449
29,M3K,167.65625,599.7564406373119,2011,3.577298434369801
30,M3L,302.68518518518516,1306.3671400472908,2011,4.315926923374348
31,M3M,342.46031746031747,1708.993919438939,2011,4.990341456530853
32,M3N,585.7575757575758,2768.79927515141,2011,4.7268689125709535
33,M4A,214.91525423728814,1111.706769778208,2011,5.1727680928165825
34,M4B,267.15384615384613,1731.602852235415,2011,6.481669184871983
35,M4C,551.4285714285714,3563.278245560901,2011,6.4619035541259855
